fhrs_rownum,fhrs_address,plot_address,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,plot_lat,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,plot_lng,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
127725,"The melange chocolate, 184 Bellenden Road, London, SE15 4BW","The melange chocolate, 184 Bellenden Road, London, SE15 4BW",,184,Bellenden Road,London,The melange chocolate,Takeaway/sandwich shop,7844,5,,363042,0,,51.466859,141060,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.073218,SE15 4BW,29/02/2012,fhrs_2_en-GB,2,,FHRS,15
127726,"The mighty pound, Unit 2, 117-125 Rye Lane, London, SE15 4ST","The mighty pound, Unit 2, 117-125 Rye Lane, London, SE15 4ST",Unit 2,117-125,Rye Lane,London,The mighty pound,Retailers - other,4613,,,433585,,,51.469866,3321,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,29/02/2012,fhrs_exempt_en-GB,Exempt,,FHRS,
127727,"The montpelier, 43 Choumert Road, London, SE15 4AR","The montpelier, 43 Choumert Road, London, SE15 4AR",,43,Choumert Road,London,The montpelier,Pub/bar/nightclub,7843,10,,364107,0,,51.46755,2261,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070986,SE15 4AR,29/02/2012,fhrs_4_en-GB,4,,FHRS,5
127731,"The nags head, 231-235 Rye Lane, London, SE15 4TP","The nags head, 231-235 Rye Lane, London, SE15 4TP",,231-235,Rye Lane,London,The nags head,Pub/bar/nightclub,7843,5,,364263,5,,51.467685,2572,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066603,SE15 4TP,19/08/2004,fhrs_5_en-GB,5,,FHRS,5
127743,"The peckham pelican, Pelican House, 92 Peckham Road, London, SE15 5PY","The peckham pelican, Pelican House, 92 Peckham Road, London, SE15 5PY",Pelican House,92,Peckham Road,London,The peckham pelican,Restaurant/Cafe/Canteen,1,0,,588919,5,,51.473999,183021,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07705,SE15 5PY,30/08/2013,fhrs_5_en-GB,5,,FHRS,5
127789,"The victorian inn, Victoria Inn, 77 Choumert Road, London, SE15 4AR","The victorian inn, Victoria Inn, 77 Choumert Road, London, SE15 4AR",Victoria Inn,77,Choumert Road,London,The victorian inn,Pub/bar/nightclub,7843,5,,363627,5,,51.46755,175679,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070986,SE15 4AR,20/06/2014,fhrs_4_en-GB,4,,FHRS,10
127792,"The villa nursery, 54 Lyndhurst Grove, London, SE15 5AH","The villa nursery, 54 Lyndhurst Grove, London, SE15 5AH",,54,Lyndhurst Grove,London,The villa nursery,Hospitals/Childcare/Caring Premises,5,0,,363107,0,,51.469945,1549,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.076068,SE15 5AH,10/09/2012,fhrs_5_en-GB,5,,FHRS,0
127799,"The white horse, 20 Peckham Rye, London, SE15 4JR","The white horse, 20 Peckham Rye, London, SE15 4JR",,20,Peckham Rye,London,The white horse,Pub/bar/nightclub,7843,0,,364165,0,,51.465565,2391,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066722,SE15 4JR,20/10/2010,fhrs_5_en-GB,5,,FHRS,5
127807,"Three c's, 184-186 Rye Lane, London, SE15 4NF","Three c's, 184-186 Rye Lane, London, SE15 4NF",,184-186,Rye Lane,London,Three c's,Hospitals/Childcare/Caring Premises,5,10,,729110,5,,51.467136,183783,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066583,SE15 4NF,20/11/2014,fhrs_3_en-GB,3,,FHRS,10
127817,"Timgrace variety stores, 94 Peckham High Street, London, SE15 5ED","Timgrace variety stores, 94 Peckham High Street, London, SE15 5ED",,94,Peckham High Street,London,Timgrace variety stores,Retailers - other,4613,10,,364003,0,,51.473722,1865,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068436,SE15 5ED,14/04/2014,fhrs_4_en-GB,4,,FHRS,10
127822,"Tops caribbean, 173 Queens Road, London, SE15 2ND","Tops caribbean, 173 Queens Road, London, SE15 2ND",,173,Queens Road,London,Tops caribbean,Takeaway/sandwich shop,7844,5,,363964,5,,51.473679,180064,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.057091,SE15 2ND,15/09/2014,fhrs_5_en-GB,5,,FHRS,5
127828,"Total uk ltd (spar), 37-41 Peckham Road, London, SE5 8UH","Total uk ltd (spar), 37-41 Peckham Road, London, SE5 8UH",,37-41,Peckham Road,London,Total uk ltd (spar),Retailers - other,4613,0,,363002,5,,51.474265,138202,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.079573,SE5 8UH,12/08/2010,fhrs_5_en-GB,5,,FHRS,0
127845,"Truly african ltd, 94 Rye Lane, London, SE15 4RZ","Truly african ltd, 94 Rye Lane, London, SE15 4RZ",,94,Rye Lane,London,Truly african ltd,Retailers - other,4613,10,,692079,10,,51.469024,184265,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,20/05/2014,fhrs_1_en-GB,1,,FHRS,20
127857,"Two sisters, 4 Gibbon Road, London, SE15 2AS","Two sisters, 4 Gibbon Road, London, SE15 2AS",,4,Gibbon Road,London,Two sisters,Takeaway/sandwich shop,7844,10,,364548,10,,51.468035,3350,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.052406,SE15 2AS,17/07/2013,fhrs_3_en-GB,3,,FHRS,10
127861,"Uk food store ltd, 30 Rye Lane, London, SE15 5BS","Uk food store ltd, 30 Rye Lane, London, SE15 5BS",,30,Rye Lane,London,Uk food store ltd,Retailers - other,4613,10,,363515,5,,51.472256,174788,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070053,SE15 5BS,14/04/2014,fhrs_2_en-GB,2,,FHRS,15
127869,"United meats butchers, 62 Peckham High Street, London, SE15 5DP","United meats butchers, 62 Peckham High Street, London, SE15 5DP",,62,Peckham High Street,London,United meats butchers,Retailers - other,4613,10,,362771,10,,51.473214,1123,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070891,SE15 5DP,14/04/2014,fhrs_3_en-GB,3,,FHRS,10
127870,"United newsagents ltd, 104 Peckham High Street, London, SE15 5ED","United newsagents ltd, 104 Peckham High Street, London, SE15 5ED",,104,Peckham High Street,London,United newsagents ltd,Retailers - other,4613,5,,687780,5,,51.473722,182964,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068436,SE15 5ED,09/06/2014,fhrs_4_en-GB,4,,FHRS,10
127892,"Vestry fish bar, 35 Vestry Road, London, SE5 8PG","Vestry fish bar, 35 Vestry Road, London, SE5 8PG",,35,Vestry Road,London,Vestry fish bar,Takeaway/sandwich shop,7844,10,,363400,10,,51.470704,173535,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.081781,SE5 8PG,21/07/2014,fhrs_2_en-GB,2,,FHRS,15
127895,"Victory food store, 82 Peckham High Street, London, SE15 5ED","Victory food store, 82 Peckham High Street, London, SE15 5ED",,82,Peckham High Street,London,Victory food store,Retailers - other,4613,20,,364535,20,,51.473722,3323,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068436,SE15 5ED,14/04/2014,fhrs_0_en-GB,0,,FHRS,15
127903,"Village grocer, 178-180 Bellenden Road, London, SE15 4BW","Village grocer, 178-180 Bellenden Road, London, SE15 4BW",,178-180,Bellenden Road,London,Village grocer,Retailers - other,4613,10,,714788,10,,51.466859,184475,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.073218,SE15 4BW,13/10/2014,fhrs_3_en-GB,3,,FHRS,10
127924,"Wang jia supermarket, 205 Rye Lane, London, SE15 4TP","Wang jia supermarket, 205 Rye Lane, London, SE15 4TP",,205,Rye Lane,London,Wang jia supermarket,Retailers - other,4613,10,,467695,10,,51.467749,181261,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066687,SE15 4TP,14/04/2014,fhrs_3_en-GB,3,,FHRS,10
127929,"Welcome to jamaican village of vegetable, Forecourt After, 125 Rye Lane, London, SE15 4ST","Welcome to jamaican village of vegetable, Forecourt After, 125 Rye Lane, London, SE15 4ST",Forecourt After,125,Rye Lane,London,Welcome to jamaican village of vegetable,Retailers - other,4613,10,,714802,10,,51.469866,184740,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,22/10/2014,fhrs_3_en-GB,3,,FHRS,10
127934,"Westminster house youth club, 29 Nunhead Grove, London, SE15 3LZ","Westminster house youth club, 29 Nunhead Grove, London, SE15 3LZ",,29,Nunhead Grove,London,Westminster house youth club,Restaurant/Cafe/Canteen,1,10,,362777,0,,51.464587,1139,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.058139,SE15 3LZ,29/02/2012,fhrs_4_en-GB,4,,FHRS,0
127949,"Wing tai chinese supermarket, Unit 11a The Aylesham Centre, Rye Lane, London, SE15 5EW","Wing tai chinese supermarket, Unit 11a The Aylesham Centre, Rye Lane, London, SE15 5EW",Unit 11a The Aylesham Centre,,Rye Lane,London,Wing tai chinese supermarket,Retailers - other,4613,10,,364418,0,,51.472746,2971,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,14/04/2014,fhrs_4_en-GB,4,,FHRS,0
127950,"Wing tai restaurant, Unit 15 The Aylesham Centre, Rye Lane, London, SE15 5EW","Wing tai restaurant, Unit 15 The Aylesham Centre, Rye Lane, London, SE15 5EW",Unit 15 The Aylesham Centre,,Rye Lane,London,Wing tai restaurant,Restaurant/Cafe/Canteen,1,0,,364006,0,,51.472746,1868,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,22/08/2012,fhrs_5_en-GB,5,,FHRS,5
127966,"Yesil irmak, 107 Peckham High Street, London, SE15 5RS","Yesil irmak, 107 Peckham High Street, London, SE15 5RS",,107,Peckham High Street,London,Yesil irmak,Retailers - other,4613,10,,564136,10,,51.473836,182904,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069309,SE15 5RS,14/04/2014,fhrs_3_en-GB,3,,FHRS,10
127967,"Yilmaz kebab, 277 Rye Lane, London, SE15 4UA","Yilmaz kebab, 277 Rye Lane, London, SE15 4UA",,277,Rye Lane,London,Yilmaz kebab,Takeaway/sandwich shop,7844,10,,365127,5,,51.46589,99302,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.0657,SE15 4UA,01/04/2014,fhrs_4_en-GB,4,,FHRS,5
127969,"Yogi newsfare, 123 Bellenden Road, London, SE15 4QY","Yogi newsfare, 123 Bellenden Road, London, SE15 4QY",,123,Bellenden Road,London,Yogi newsfare,Retailers - other,4613,10,,362867,0,,51.467913,1279,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072281,SE15 4QY,13/01/2011,fhrs_4_en-GB,4,,FHRS,0
127970,"Yop city le marche, 32a Peckham High Street, London, SE15 5DP","Yop city le marche, 32a Peckham High Street, London, SE15 5DP",,32a,Peckham High Street,London,Yop city le marche,Retailers - other,4613,20,,363271,5,,51.473214,171954,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070891,SE15 5DP,14/08/2012,fhrs_1_en-GB,1,,FHRS,10
127972,"Young parents education centre, 18 St Marys Road, London, SE15 2DW","Young parents education centre, 18 St Marys Road, London, SE15 2DW",,18,St Marys Road,London,Young parents education centre,School/college/university,7845,5,,364074,0,,51.472298,2145,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.055162,SE15 2DW,17/09/2012,fhrs_5_en-GB,5,,FHRS,5
127978,"Z a afro foods, 80 Rye Lane, London, SE15 4RY","Z a afro foods, 80 Rye Lane, London, SE15 4RY",,80,Rye Lane,London,Z a afro foods,Retailers - other,4613,20,,363720,10,,51.470033,176352,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068865,SE15 4RY,22/07/2014,fhrs_1_en-GB,1,,FHRS,15
127979,"Z a butchers, 80 Rye Lane, London, SE15 4RY","Z a butchers, 80 Rye Lane, London, SE15 4RY",,80,Rye Lane,London,Z a butchers,Retailers - other,4613,20,,362644,15,,51.470033,106274,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068865,SE15 4RY,22/07/2014,fhrs_1_en-GB,1,,FHRS,15
127981,"Zara's tropical food store, 64 Peckham High Street, London, SE15 5DP","Zara's tropical food store, 64 Peckham High Street, London, SE15 5DP",,64,Peckham High Street,London,Zara's tropical food store,Retailers - other,4613,0,,363998,0,,51.473214,1859,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070891,SE15 5DP,14/04/2014,fhrs_5_en-GB,5,,FHRS,0
